,AAPL,NVDA,TSLA,IBM
2019-06-27,199.74,163.23,222.84,138.52
2019-06-26,199.8,159.26,219.27,138.52
2019-06-25,195.57,151.48,219.76,138.36
2019-06-24,198.58,152.66,223.64,139.35
2019-06-21,198.78,151.76,221.86,139.2
2019-06-20,199.46,154.1,219.62,138.85
2019-06-19,197.87,153.12,226.43,137.08
2019-06-18,198.45,152.88,224.74,136.38
2019-06-17,193.89,145.03,225.03,134.95
2019-06-14,192.74,144.64,214.92,135.15
2019-06-13,194.15,148.26,213.91,135.76
2019-06-12,194.19,146.2,209.26,134.87
2019-06-11,194.81,150.75,217.1,135.95
2019-06-10,192.58,148.43,212.88,134.74
2019-06-07,190.15,145.5,204.5,133.31
2019-06-06,185.22,143.78,205.95,132.22
2019-06-05,182.54,141.28,196.59,131.49
2019-06-04,179.64,143.0,193.6,132.69
2019-06-03,173.3,133.78,178.97,128.27
2019-05-31,175.07,135.46,185.16,126.99
2019-05-30,178.3,139.11,188.22,129.57
2019-05-29,177.38,140.34,189.86,129.69
2019-05-28,178.23,143.33,188.7,130.46
2019-05-24,178.97,145.15,190.63,132.28
2019-05-23,179.66,147.32,195.49,132.39
2019-05-22,182.78,152.2,192.73,136.35
2019-05-21,186.6,155.06,205.08,136.45
2019-05-20,183.09,151.75,205.36,135.12
2019-05-17,189.0,156.53,211.03,134.32
2019-05-16,190.08,160.19,228.33,135.88
2019-05-15,190.92,159.58,231.95,134.4
2019-05-14,188.66,162.04,232.31,133.31
2019-05-13,185.72,158.45,227.01,131.42
2019-05-10,197.18,168.82,239.52,135.32
2019-05-09,200.72,170.19,241.98,135.34
2019-05-08,202.9,173.92,244.84,138.0
2019-05-07,202.86,173.11,247.06,137.64
2019-05-06,208.48,179.85,255.34,140.38
2019-05-03,211.75,183.01,255.03,140.25
2019-05-02,209.15,183.19,244.1,139.59
2019-05-01,210.52,180.47,234.01,140.56
2019-04-30,200.67,181.0,238.69,140.27
2019-04-29,204.61,179.33,241.47,139.05
2019-04-26,204.3,178.09,235.14,139.44
2019-04-25,205.28,186.91,247.63,138.63
2019-04-24,207.16,191.17,258.66,139.95
2019-04-23,207.48,190.67,263.9,140.44
2019-04-22,204.53,188.47,262.75,138.89
2019-04-18,203.86,186.3,273.26,140.33
2019-04-17,203.13,187.29,271.23,139.11
2019-04-16,199.25,188.21,273.36,145.14
2019-04-15,199.23,184.7,266.38,143.9
2019-04-12,198.87,190.01,267.7,144.35
2019-04-11,198.95,191.54,268.42,143.78
2019-04-10,200.62,192.1,276.06,143.02
2019-04-09,199.5,189.26,272.31,142.11
2019-04-08,200.1,191.79,273.2,143.39
2019-04-05,197.0,190.95,274.96,143.28
2019-04-04,195.69,188.26,267.78,142.78
2019-04-03,195.35,188.62,291.81,143.63
2019-04-02,194.02,183.0,285.88,143.0
2019-04-01,191.24,182.28,289.18,143.3
2019-03-29,189.95,179.56,279.86,141.1
2019-03-28,188.72,177.25,278.62,139.92
2019-03-27,188.47,176.5,274.83,139.24
2019-03-26,186.79,176.87,267.77,140.22
2019-03-25,188.74,173.78,260.42,139.18
2019-03-22,191.05,177.5,264.53,139.45
2019-03-21,195.09,183.94,274.02,141.44
2019-03-20,188.16,174.4,273.6,139.6
2019-03-19,186.53,175.71,267.47,140.49
2019-03-18,188.02,168.95,269.49,140.21
2019-03-15,186.12,169.81,275.43,139.43
2019-03-14,183.73,165.56,289.96,138.79
2019-03-13,181.71,168.62,288.96,138.56
2019-03-12,180.91,162.52,283.36,138.28
2019-03-11,178.9,161.14,290.92,137.71
2019-03-08,172.91,150.64,284.14,135.09
2019-03-07,172.5,149.26,276.59,135.36
2019-03-06,174.52,152.05,276.24,136.98
2019-03-05,175.53,156.52,276.54,137.88
2019-03-04,175.85,156.78,285.36,138.43
2019-03-01,174.97,156.45,294.79,139.2
2019-02-28,173.15,154.26,319.88,138.13
2019-02-27,174.87,155.41,314.74,139.17
2019-02-26,174.33,157.1,297.86,139.72
2019-02-25,174.23,158.69,298.77,139.46
2019-02-22,172.97,159.19,294.71,139.25
2019-02-21,171.06,155.77,291.23,137.84
2019-02-20,172.03,158.55,302.56,138.0
2019-02-19,170.93,156.64,305.64,138.7
2019-02-15,170.42,157.34,307.88,138.03
2019-02-14,170.8,154.53,303.77,136.48
2019-02-13,170.18,152.88,308.17,137.52
2019-02-12,170.89,151.17,311.81,136.05
2019-02-11,169.43,146.45,312.84,133.99
2019-02-08,170.41,148.17,305.8,133.71
2019-02-07,170.94,147.42,307.51,133.19
2019-02-06,174.24,153.0,317.22,136.32
2019-02-05,174.18,149.95,321.35,135.55
2019-02-04,171.25,149.18,312.89,135.19
2019-02-01,166.52,144.73,312.21,134.1
2019-01-31,166.44,143.75,307.02,134.42
2019-01-30,165.25,137.39,308.77,134.38
2019-01-29,154.68,131.6,297.46,134.33
2019-01-28,156.3,138.01,296.38,134.27
2019-01-25,157.76,160.15,297.04,133.97
2019-01-24,152.7,157.84,291.51,132.53
2019-01-23,153.92,149.29,287.59,132.89
2019-01-22,153.3,148.77,298.92,122.52
2019-01-18,156.82,156.93,302.26,123.82
2019-01-17,155.86,151.72,347.31,122.19
2019-01-16,154.94,148.84,346.05,121.62
2019-01-15,153.07,149.87,344.43,121.73
2019-01-14,150.0,150.44,334.4,120.39
2019-01-11,152.29,148.83,347.26,121.46
2019-01-10,153.8,145.23,344.97,121.79
2019-01-09,153.31,142.58,338.53,120.69
2019-01-08,150.75,139.83,335.35,119.83
2019-01-07,147.93,143.4,334.96,118.15
2019-01-04,148.26,136.19,317.69,117.32
2019-01-03,142.19,127.99,300.36,112.91
2019-01-02,157.92,136.22,310.12,115.21
2018-12-31,157.74,133.5,332.8,113.67
2018-12-28,156.23,133.65,333.87,113.03
2018-12-27,156.15,131.17,316.13,113.78
2018-12-26,157.17,133.1,326.09,111.39
2018-12-24,146.83,127.08,295.39,107.57
2018-12-21,150.73,129.57,319.77,110.94
2018-12-20,156.83,135.1,315.38,113.02
2018-12-19,160.89,138.51,332.97,116.43
2018-12-18,166.07,146.94,337.03,116.65
2018-12-17,163.94,143.58,348.42,116.1
2018-12-14,165.48,146.45,365.71,119.9
2018-12-13,170.95,148.89,376.79,120.73
2018-12-12,169.1,148.9,366.6,121.16
2018-12-11,168.63,148.19,366.76,120.89
2018-12-10,169.6,151.86,365.15,121.13
2018-12-07,168.49,147.61,357.97,119.34
2018-12-06,174.72,158.29,363.06,123.91
2018-12-04,176.69,157.11,359.7,121.6
2018-12-03,184.82,170.04,358.49,125.31
2018-11-30,178.58,163.43,350.48,124.27
2018-11-29,179.55,157.36,341.17,121.48
2018-11-28,180.94,160.07,347.87,123.0
2018-11-27,174.24,153.73,343.92,120.03
2018-11-26,174.62,153.05,346.0,119.56
2018-11-23,172.29,145.0,325.83,117.19
2018-11-21,176.78,144.71,338.19,118.57
2018-11-20,176.98,149.08,347.49,117.2
2018-11-19,185.86,144.7,353.47,120.31
2018-11-16,193.53,164.43,354.31,121.57
2018-11-15,191.41,202.39,348.44,121.44
2018-11-14,186.8,197.19,344.0,120.2
2018-11-13,192.23,199.31,338.73,120.84
2018-11-12,194.17,189.54,331.28,120.9
2018-11-09,204.47,205.67,350.51,123.54
2018-11-08,208.49,205.99,351.4,123.38
2018-11-07,209.95,213.79,348.16,124.84
2018-11-06,203.77,211.06,341.06,123.12
2018-11-05,201.59,211.77,341.4,120.06
2018-11-02,207.48,214.92,346.41,115.67
2018-11-01,222.22,218.11,344.28,116.83
2018-10-31,218.86,210.83,337.32,115.43
2018-10-30,213.3,203.0,329.9,115.4
2018-10-29,212.24,185.62,334.85,119.64
2018-10-26,216.3,198.29,330.9,124.79
2018-10-25,219.8,207.84,314.86,126.45
2018-10-24,215.09,199.41,288.5,127.21
2018-10-23,222.73,221.06,294.14,131.21
2018-10-22,220.65,231.22,260.95,130.02
2018-10-19,219.31,229.17,260.0,129.1
2018-10-18,216.02,239.53,263.91,130.55
2018-10-17,221.19,243.06,271.78,134.05
2018-10-16,222.15,245.83,276.59,145.12
2018-10-15,217.36,235.38,259.59,141.13
2018-10-12,222.11,246.54,258.78,140.85
2018-10-11,214.45,235.13,252.23,139.02
2018-10-10,216.36,245.69,256.88,142.69
2018-10-09,226.87,265.54,262.8,147.24
2018-10-08,223.77,265.77,250.56,148.39
2018-10-05,224.29,269.86,261.95,149.03
2018-10-04,227.99,279.29,281.83,151.31
2018-10-03,232.07,286.73,294.8,153.22
2018-10-02,229.28,286.48,301.02,153.75
2018-10-01,227.26,289.36,310.7,153.0
2018-09-28,225.74,281.02,264.77,151.21
2018-09-27,224.95,267.4,307.52,151.5
2018-09-26,220.42,266.92,309.58,151.61
2018-09-25,222.19,268.41,300.99,148.91
2018-09-24,220.79,265.7,299.68,150.03
2018-09-21,217.66,263.45,299.1,151.35
2018-09-20,220.03,266.28,298.33,151.15
2018-09-19,218.37,271.98,299.02,149.06
2018-09-18,218.24,271.02,284.96,148.56
2018-09-17,217.88,273.93,294.84,147.94
2018-09-14,223.84,276.43,295.2,148.33
2018-09-13,226.41,271.34,289.46,148.95
2018-09-12,221.07,268.2,290.54,146.57
2018-09-11,223.85,272.8,279.44,146.49
2018-09-10,218.33,274.73,285.5,145.65
2018-09-07,221.3,271.86,263.24,145.45
2018-09-06,223.1,272.72,280.95,146.39
2018-09-05,226.87,278.42,280.74,146.66
2018-09-04,228.36,283.7,288.95,145.68
2018-08-31,227.63,280.68,301.66,146.48
2018-08-30,225.03,277.81,303.15,145.93
2018-08-29,222.98,278.49,305.01,147.54
2018-08-28,219.7,274.38,311.86,146.59
2018-08-27,217.94,275.9,319.27,146.69
2018-08-24,216.16,272.22,322.82,146.04
2018-08-23,215.49,266.84,320.1,145.37
2018-08-22,215.05,262.82,321.64,145.24
2018-08-21,215.04,253.32,321.9,145.97
2018-08-20,215.46,247.84,308.44,146.51
2018-08-17,217.58,244.82,305.5,146.06
2018-08-16,213.32,257.44,335.45,145.34
2018-08-15,210.24,259.08,338.69,143.91
2018-08-14,209.75,261.43,347.64,143.36
2018-08-13,208.87,256.12,356.41,142.71
2018-08-10,207.53,254.79,355.49,144.48
2018-08-09,208.88,256.46,352.45,144.77
2018-08-08,207.25,258.42,370.34,146.89
2018-08-07,207.11,256.95,379.57,147.01
2018-08-06,209.07,254.03,341.99,146.03
2018-08-03,207.99,252.1,348.17,147.7
2018-08-02,207.39,250.62,349.54,142.96
2018-08-01,201.5,246.47,300.84,143.5
2018-07-31,190.29,244.86,298.14,144.93
2018-07-30,189.91,244.13,290.17,145.49
2018-07-27,190.98,252.02,297.18,145.15
2018-07-26,194.21,254.84,306.65,146.71
2018-07-25,194.82,251.87,308.74,146.62
2018-07-24,193.0,248.71,297.43,146.38
2018-07-23,191.61,249.41,303.2,145.7
2018-07-20,191.44,250.89,313.58,146.35
2018-07-19,191.88,252.03,320.23,149.24
2018-07-18,190.4,251.7,323.85,144.52
2018-07-17,191.45,253.69,322.69,143.49
2018-07-16,190.91,248.2,310.1,145.46
2018-07-13,191.33,249.32,318.87,145.9
2018-07-12,191.03,251.23,316.71,146.45
2018-07-11,187.88,247.53,318.96,144.94
2018-07-10,190.35,253.25,322.47,144.71
2018-07-09,190.58,249.25,318.51,144.39
2018-07-06,187.97,247.33,308.9,142.48
2018-07-05,185.4,242.73,309.16,141.43
2018-07-03,183.92,236.84,310.86,139.57
2018-07-02,187.18,242.24,335.07,139.86
2018-06-29,185.11,236.9,342.95,139.7
2018-06-28,185.5,240.86,349.93,140.04
2018-06-27,184.16,235.72,344.5,137.48
2018-06-26,184.43,241.99,342.0,139.08
2018-06-25,182.17,239.12,333.01,138.79
2018-06-22,184.92,250.95,333.63,141.28
2018-06-21,185.46,257.11,347.51,141.25
2018-06-20,186.5,262.31,362.22,142.63
2018-06-19,185.69,260.17,352.55,143.9
2018-06-18,188.74,265.09,370.83,144.48
2018-06-15,188.84,265.26,358.17,145.39
2018-06-14,190.8,266.91,357.72,145.2
2018-06-13,190.7,262.4,344.78,146.35
2018-06-12,192.28,262.58,342.77,146.87
2018-06-11,191.23,260.62,332.1,146.58
2018-06-08,191.7,262.28,317.66,146.14
2018-06-07,193.46,262.9,316.09,145.36
2018-06-06,193.98,265.15,319.5,144.71
2018-06-05,193.31,265.07,291.13,143.7
2018-06-04,191.83,264.85,296.74,143.04
2018-06-01,190.24,257.62,291.82,141.95
2018-05-31,186.87,252.19,284.73,141.31
2018-05-30,187.5,252.99,291.72,142.62
2018-05-29,187.9,248.59,283.76,141.22
2018-05-25,188.58,249.28,278.85,143.64
2018-05-24,188.15,247.69,277.85,144.07
2018-05-23,188.36,247.54,279.07,144.67
2018-05-22,187.16,242.7,275.01,145.09
2018-05-21,187.63,244.24,284.49,145.49
2018-05-18,186.31,245.94,276.82,144.08
2018-05-17,186.99,247.71,284.54,144.5
2018-05-16,188.18,246.01,286.48,144.63
2018-05-15,186.44,245.56,284.18,143.74
2018-05-14,188.15,255.36,291.97,144.3
2018-05-11,188.59,254.53,301.06,144.14
2018-05-10,190.04,260.13,305.02,144.24
2018-05-09,187.36,255.78,306.85,142.61
2018-05-08,186.05,250.4,301.97,143.0
2018-05-07,185.16,248.68,302.77,143.22
2018-05-04,183.83,239.06,294.09,143.91
2018-05-03,176.89,232.99,284.45,141.99
2018-05-02,176.57,226.31,301.15,142.45
2018-05-01,169.1,227.14,299.92,145.0
2018-04-30,165.26,224.9,293.9,144.96
2018-04-27,162.32,226.33,294.08,146.48
2018-04-26,164.22,225.22,285.48,146.72
2018-04-25,163.65,216.66,280.69,145.94
2018-04-24,162.94,221.2,283.46,145.56
2018-04-23,165.24,223.88,283.37,145.86
2018-04-20,165.72,228.71,290.24,144.9
2018-04-19,172.8,229.04,300.08,147.7
2018-04-18,177.84,236.37,293.35,148.79
2018-04-17,178.24,237.54,287.69,160.91
2018-04-16,175.82,231.49,291.21,157.89
2018-04-13,174.73,231.5,300.34,156.71
2018-04-12,174.14,234.6,294.08,158.07
2018-04-11,172.44,226.24,300.93,155.36
2018-04-10,173.25,227.91,304.7,155.39
2018-04-09,170.05,215.41,289.66,152.69
2018-04-06,168.38,214.25,299.3,150.57
2018-04-05,172.8,221.38,305.72,154.03
2018-04-04,171.61,226.24,286.94,154.12
2018-04-03,168.39,225.35,267.53,149.85
2018-04-02,166.68,221.05,252.48,150.07
2018-03-29,167.78,231.59,266.13,153.43
2018-03-28,166.48,221.35,257.78,152.52
2018-03-27,168.34,225.52,279.18,151.91
2018-03-26,172.77,244.48,304.18,153.37
2018-03-23,164.94,232.97,301.54,148.89
2018-03-22,168.85,241.85,309.1,152.09
2018-03-21,171.27,248.56,316.53,156.69
2018-03-20,175.24,249.58,310.55,156.2
2018-03-19,175.3,241.0,313.56,157.35
2018-03-16,178.02,250.48,321.35,160.26
2018-03-15,178.65,249.34,325.6,159.61
2018-03-14,178.44,248.74,326.63,158.12
2018-03-13,179.97,247.71,341.84,159.32
2018-03-12,181.72,249.76,345.51,160.26
2018-03-09,179.98,245.33,327.17,159.31
2018-03-08,176.94,241.18,329.1,156.21
2018-03-07,175.03,241.84,332.3,158.32
2018-03-06,176.67,242.16,328.2,155.72
2018-03-05,176.82,235.65,333.35,156.95
2018-03-02,176.21,236.54,335.12,154.49
2018-03-01,175.0,232.21,330.93,153.81
2018-02-28,178.12,242.0,343.06,155.83
2018-02-27,178.39,246.06,350.99,156.55
2018-02-26,178.97,246.58,357.42,158.58
2018-02-23,175.5,245.93,352.05,155.52
2018-02-22,172.5,242.15,346.17,153.18
2018-02-21,171.07,241.51,333.3,153.96
2018-02-20,171.85,249.08,334.77,155.16
2018-02-16,172.43,243.84,335.49,156.18
2018-02-15,172.99,246.5,334.07,156.01
2018-02-14,167.37,241.42,322.31,154.76
2018-02-13,164.34,232.63,323.66,150.75
2018-02-12,162.71,228.03,315.73,151.4
2018-02-09,156.41,232.08,310.42,149.51
2018-02-08,155.15,217.52,315.23,147.59
2018-02-07,159.54,228.8,345.0,153.85
2018-02-06,163.03,225.58,333.97,155.34
2018-02-05,156.49,213.7,333.13,152.53
2018-02-02,160.5,233.52,343.75,159.03
2018-02-01,167.78,240.5,349.25,162.4
2018-01-31,167.43,245.8,354.31,163.7
2018-01-30,166.97,242.72,345.82,163.62
2018-01-29,167.96,246.85,349.53,166.8
2018-01-26,171.51,243.33,342.85,167.34
2018-01-25,171.11,236.35,337.64,165.47
2018-01-24,174.22,235.8,345.89,165.37
2018-01-23,177.04,238.91,352.79,166.25
2018-01-22,177.0,233.69,351.56,162.6
2018-01-19,178.46,230.11,350.02,162.37
2018-01-18,179.26,224.44,344.57,169.12
2018-01-17,179.1,224.72,347.16,168.65
2018-01-16,176.19,220.11,340.06,163.85
2018-01-12,177.09,222.98,336.22,163.14
2018-01-11,175.28,224.08,337.95,164.2
2018-01-10,174.29,223.68,334.8,164.18
2018-01-09,174.33,221.94,333.69,163.83
2018-01-08,174.35,222.0,336.41,163.47
2018-01-05,175.0,215.4,316.58,162.49
2018-01-04,173.03,213.59,314.62,161.7
2018-01-03,172.23,212.47,317.25,158.49
2018-01-02,172.26,199.35,320.53,154.25
2017-12-29,169.23,193.5,311.35,153.42
2017-12-28,171.08,197.4,315.36,154.04
2017-12-27,170.6,197.17,311.64,153.13
2017-12-26,170.57,197.44,317.29,152.83
2017-12-22,175.01,195.27,325.2,152.5
2017-12-21,175.01,195.89,331.66,151.5
2017-12-20,174.35,196.8,328.98,152.95
2017-12-19,174.54,196.11,331.1,153.23
2017-12-18,176.42,197.9,338.87,153.33
2017-12-15,173.97,191.56,343.45,152.5
2017-12-14,172.22,186.47,337.89,154.0
2017-12-13,172.27,186.18,339.03,153.91
2017-12-12,171.7,190.84,341.03,156.74
2017-12-11,172.67,194.66,328.91,155.41
2017-12-08,169.37,191.49,315.13,154.81
2017-12-07,169.32,191.99,311.24,153.57
2017-12-06,169.01,189.26,313.26,154.1
2017-12-05,169.64,187.74,303.7,155.35
2017-12-04,169.8,186.66,305.2,156.46
2017-12-01,171.05,197.68,306.53,154.76
2017-11-30,171.85,200.71,308.85,153.97
2017-11-29,169.48,196.42,307.54,153.55
2017-11-28,173.07,210.71,317.55,152.47
2017-11-27,174.09,214.14,316.81,151.98
2017-11-24,174.97,216.96,315.55,151.84
2017-11-22,174.96,214.93,312.6,151.77
2017-11-21,173.14,216.05,317.81,151.95
2017-11-20,169.98,214.08,308.74,150.51
2017-11-17,170.15,211.36,315.05,148.97
2017-11-16,171.1,211.61,312.5,149.12
2017-11-15,169.08,209.98,311.3,147.1
2017-11-14,171.34,214.18,308.7,148.89
2017-11-13,173.97,212.63,315.4,148.4
2017-11-10,174.67,216.14,302.99,149.16
2017-11-09,175.88,205.32,302.99,150.3
2017-11-08,176.24,209.16,304.39,151.57
2017-11-07,174.81,212.03,306.05,151.35
2017-11-06,174.25,209.63,302.78,150.84
2017-11-03,172.5,208.69,306.09,151.58
2017-11-02,168.11,205.94,299.26,153.35
2017-11-01,166.89,207.2,321.08,154.03
2017-10-31,169.04,206.81,331.53,154.06
2017-10-30,166.72,203.84,320.08,154.36
2017-10-27,163.05,201.86,320.87,153.68
2017-10-26,157.41,195.69,326.17,153.6
2017-10-25,156.41,193.66,325.84,153.495
2017-10-24,157.1,198.68,337.34,155.88
2017-10-23,156.17,196.62,337.02,159.55
2017-10-20,156.25,196.9,345.1,162.07
2017-10-19,155.98,197.8,351.81,160.9
2017-10-18,159.76,197.58,359.65,159.53
2017-10-17,160.47,197.75,355.75,146.54
2017-10-16,159.88,197.93,350.6,146.83
2017-10-13,156.99,194.59,355.57,147.1
2017-10-12,156.0,191.03,355.68,147.03
2017-10-11,156.55,190.94,354.6,147.62
2017-10-10,155.9,188.93,355.59,148.5
2017-10-09,155.84,185.39,342.94,147.39
2017-10-06,155.3,181.3,356.88,146.48
2017-10-05,155.39,180.77,355.33,146.72
2017-10-04,153.48,180.87,355.01,146.48
2017-10-03,154.48,179.37,348.14,146.78
2017-10-02,153.81,179.0,341.53,146.66
2017-09-29,154.12,178.77,341.1,145.08
2017-09-28,153.28,175.68,339.6,145.66
2017-09-27,154.23,175.73,340.97,145.66
2017-09-26,153.14,171.96,345.25,146.56
2017-09-25,150.55,171.0,344.99,145.87
2017-09-22,151.89,179.0,351.09,145.13
2017-09-21,153.39,180.76,366.48,145.26
2017-09-20,156.07,185.84,373.91,145.88
2017-09-19,158.73,187.35,375.1,144.39
2017-09-18,158.67,187.55,385.0,144.55
2017-09-15,159.88,180.11,379.81,144.82
2017-09-14,158.28,169.4,377.64,145.54
2017-09-13,159.65,170.37,366.23,145.99
2017-09-12,160.86,169.61,362.75,145.76
2017-09-11,161.5,169.0,363.69,144.86
2017-09-08,158.63,163.69,343.4,142.45
2017-09-07,161.26,166.58,350.61,142.9
2017-09-06,161.91,165.81,344.53,143.82
2017-09-05,162.08,165.91,349.59,143.04
2017-09-01,164.05,170.46,355.4,144.08
2017-08-31,164.0,169.44,355.9,143.03
2017-08-30,163.35,165.68,353.18,142.56
2017-08-29,162.91,164.7,347.36,143.14
2017-08-28,161.47,164.97,345.66,142.51
2017-08-25,159.86,163.81,348.05,143.74
2017-08-24,159.27,165.19,352.93,142.94
2017-08-23,159.98,165.8,352.77,142.14
2017-08-22,159.78,162.55,341.35,141.01
2017-08-21,157.21,159.15,337.86,140.33
2017-08-18,157.5,161.5,347.46,139.7
2017-08-17,157.86,161.47,351.92,140.7
2017-08-16,160.95,165.15,362.91,142.5
2017-08-15,161.6,166.98,362.33,142.07
2017-08-14,159.85,168.4,363.8,142.32
2017-08-11,157.48,155.96,357.715,141.84
2017-08-10,155.32,164.74,355.4,141.84
2017-08-09,161.06,172.11,363.53,141.77
2017-08-08,160.08,170.3,365.22,142.11
2017-08-07,158.81,172.35,355.17,143.47
2017-08-04,156.39,167.21,356.91,145.16
2017-08-03,155.57,166.48,347.09,144.94
2017-08-02,157.14,164.39,325.89,144.45
2017-08-01,150.05,164.49,319.57,145.3
2017-07-31,148.73,162.51,323.47,144.67
2017-07-28,149.5,164.39,335.07,144.29
2017-07-27,150.56,161.74,334.46,145.07
2017-07-26,153.46,167.26,343.85,145.36
2017-07-25,152.74,165.35,339.6,146.19
2017-07-24,152.09,166.15,342.52,145.99
2017-07-21,150.27,168.1,328.4,147.08
2017-07-20,150.34,167.5,329.92,147.66
2017-07-19,151.02,165.1,325.26,147.53
2017-07-18,150.08,165.96,328.24,154.0
2017-07-17,149.56,164.25,319.57,153.01
2017-07-14,149.04,164.95,327.78,154.24
2017-07-13,147.77,160.63,323.41,153.63
2017-07-12,145.74,162.51,329.52,153.7
2017-07-11,145.53,155.88,327.22,153.19
2017-07-10,145.06,153.7,316.05,153.42
2017-07-07,144.18,146.76,313.22,152.94
2017-07-06,142.73,143.48,308.83,152.36
2017-07-05,144.09,143.05,327.09,153.67
2017-07-03,143.5,139.33,352.62,155.58
2017-06-30,144.02,144.56,361.61,153.83
2017-06-29,143.68,146.68,360.75,154.13
2017-06-28,145.83,151.75,371.24,155.32
2017-06-27,143.73,146.58,362.37,154.75
2017-06-26,145.82,152.15,377.49,155.23
2017-06-23,146.28,153.83,383.45,154.11
2017-06-22,145.63,158.37,382.61,154.4
2017-06-21,145.87,159.47,376.4,153.79
2017-06-20,145.01,157.09,372.24,154.95
2017-06-19,146.34,157.32,369.8,154.84
2017-06-16,142.27,151.62,371.4,155.38
2017-06-15,144.29,152.37,375.34,154.22
2017-06-14,145.16,151.72,380.66,153.81
2017-06-13,146.59,151.4,375.95,154.25
2017-06-12,145.42,149.97,359.01,155.18
2017-06-09,148.98,149.6,357.32,154.1
2017-06-08,154.99,159.94,370.0,152.1
2017-06-07,155.37,149.12,359.65,150.98
2017-06-06,154.45,147.34,352.85,152.37
2017-06-05,153.93,148.01,347.32,152.41
2017-06-02,155.45,143.64,339.85,152.05
2017-06-01,153.18,144.36,340.37,152.67
2017-05-31,152.76,144.35,341.01,152.63
2017-05-30,153.67,144.87,335.1,151.73
2017-05-26,153.61,141.84,325.14,152.49
2017-05-25,153.87,138.26,316.83,153.2
2017-05-24,153.34,138.57,310.22,152.51
2017-05-23,153.8,137.03,303.86,152.03
2017-05-22,153.99,138.9,310.35,152.64
2017-05-19,153.06,136.0,310.83,151.98
2017-05-18,152.54,133.07,313.06,150.78
2017-05-17,150.25,127.72,306.11,150.93
2017-05-16,155.47,136.81,317.01,153.68
2017-05-15,155.7,134.31,315.88,151.51
2017-05-12,156.1,127.89,324.81,150.37
2017-05-11,153.95,126.5,323.1,150.65
2017-05-10,153.26,121.29,325.22,151.25
2017-05-09,153.99,102.94,321.26,152.11
2017-05-08,153.01,102.77,307.19,153.03
2017-05-05,148.96,103.86,308.35,155.05
2017-05-04,146.53,103.85,295.46,159.05
2017-05-03,147.06,104.25,311.02,158.63
2017-05-02,147.51,103.48,318.89,159.1
2017-05-01,146.58,106.64,322.83,158.84
2017-04-28,143.65,104.3,314.07,160.29
2017-04-27,143.79,105.64,308.63,160.32
2017-04-26,143.68,104.02,310.17,160.06
2017-04-25,144.53,104.74,313.79,160.39
2017-04-24,143.64,102.95,308.03,160.75
2017-04-21,142.27,101.68,305.6,160.38
2017-04-20,142.44,101.26,302.51,162.3
2017-04-19,140.68,99.68,305.52,161.69
2017-04-18,141.2,99.29,300.25,170.05
2017-04-17,141.83,99.23,301.44,171.1
2017-04-13,141.05,95.49,304.0,169.53
2017-04-12,141.8,97.31,296.84,170.66
2017-04-11,141.63,98.12,308.71,170.58
2017-04-10,143.17,97.77,312.39,171.2
2017-04-07,143.34,100.33,302.54,172.14
2017-04-06,143.66,100.76,298.7,172.45
2017-04-05,144.02,100.03,295.0,172.88
2017-04-04,144.77,100.78,303.7,174.52
2017-04-03,143.7,108.38,298.52,174.5
